rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
11,131970,두산테스나,KOSDAQ GLOBAL,1018545442600,기타,52700.0,48950.0,25.0,20.0,11.0,9,9.0,74.0,7.115749525616698,19.327731092436974,60.33335102869122,R,50335.0,46701.0,54771.749152590535,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 3, ""risk_deduction"": -1}",2,894846600.0,5311128500.0,2026-01-20 17:03,1,,0
12,006400,삼성SDI,KOSPI,26270882780000,기타,326000.0,299920.0,22.0,20.0,13.0,9,9.0,73.0,8.0,10.92436974789916,42.42297881488662,R,282500.0,295740.0,337421.78777285275,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_today"": 8, ""risk_deduction"": -1}",2,44644815500.0,98284818500.0,2026-01-20 17:03,1,,0
13,001720,신영증권,KOSPI,2613960000000,기타,159000.0,146280.0,21.0,10.0,18.0,15,9.0,73.0,8.0,21.008403361344538,38.09933211811329,-,139800.0,143278.0,158330.88707060617,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -1}",5,8780545500.0,3719959600.0,2026-01-20 17:04,1,,0
14,097520,엠씨넥스,KOSPI,547277175000,기타,31450.0,29400.0,25.0,10.0,13.0,15,9.0,72.0,6.518282988871224,72.26890756302521,46.102207581771616,-,29635.0,28007.0,32426.170755706757,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 3, ""risk_deduction"": -1}",5,3791386750.0,84531550.0,2026-01-20 17:04,1,,0
15,377300,카카오페이,KOSPI,7270809070000,기타,53800.0,47200.0,20.0,23.0,18.0,6,5.0,72.0,12.267657992565056,10.084033613445378,21.26353536657739,C,49422.5,49318.0,54203.29888749011,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -5}",1,-3124089200.0,1545146200.0,2026-01-20 17:03,1,,0
16,030610,교보증권,KOSPI,1171539239080,기타,10280.0,9457.6,20.0,15.0,20.0,8,9.0,72.0,8.0,19.327731092436974,17.729547672548893,B,9611.5,9506.0,10004.470492019514,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_squeeze"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",4,1606914560.0,-87597830.0,2026-01-20 17:03,1,,0
17,466100,클로봇,KOSDAQ,1839421430400,기타,73600.0,67712.0,23.0,10.0,17.0,12,9.0,71.0,8.0,71.42857142857143,29.047374400059294,-,63630.0,52222.0,74614.79979721303,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 5, ""risk_deduction"": -1}",3,44285359400.0,7772430400.0,2026-01-20 17:03,1,,0
18,083650,비에이치아이,KOSDAQ,1980440000000,기타,64000.0,58880.0,23.0,15.0,20.0,4,9.0,71.0,8.0,73.10924369747899,25.063627643613376,B,55795.0,51057.0,63091.19674667484,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",0,-17571170100.0,18063398500.0,2026-01-20 17:03,1,,0
19,454910,두산로보틱스,KOSPI,7655239638000,기타,118100.0,108652.0,25.0,5.0,16.0,15,9.0,70.0,8.0,77.3109243697479,43.72148229561747,B,85980.0,80972.0,96618.25132637113,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -1}",5,68370078400.0,37030694500.0,2026-01-20 17:04,1,,0
20,012750,에스원,KOSPI,3013334815400,기타,79300.0,70300.0,20.0,20.0,16.0,9,5.0,70.0,11.349306431273645,8.403361344537815,13.240723640186703,R,75380.0,75164.0,78987.69912683158,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -5}",1,425767500.0,818553700.0,2026-01-20 17:03,1,,0
21,086790,하나금융지주,KOSPI,27916079144200,기타,100300.0,91700.0,20.0,20.0,11.0,12,7.0,70.0,8.574277168494516,6.722689075630252,9.468363967217455,R,94570.0,93756.0,98870.35012065808,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",4,39752017500.0,83097900.0,2026-01-20 17:04,1,,0
22,002380,KCC,KOSPI,3892274298000,기타,438000.0,395500.0,21.0,20.0,10.0,11,7.0,69.0,9.703196347031962,1.680672268907563,39.0782557403831,R,417175.0,419190.0,449063.1178912016,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_today"": 5, ""risk_deduction"": -3}",5,20512279500.0,-2623082500.0,2026-01-20 17:03,1,,0
23,060280,큐렉소,KOSDAQ,613473550700,기타,14930.0,12820.0,22.0,15.0,20.0,7,5.0,69.0,14.132618888144673,68.90756302521008,22.29060890774621,B,13327.0,12459.2,15112.324567447564,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -5}",0,4080244230.0,1057857800.0,2026-01-20 17:03,1,,0
24,005850,에스엘,KOSPI,2317781148000,기타,49900.0,45908.0,25.0,15.0,16.0,4,9.0,69.0,8.0,100.0,43.26414111709448,B,44862.5,41691.0,50119.95937720247,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -1}",0,-15411011900.0,12980569300.0,2026-01-20 17:03,1,,0
25,006650,대한유화,KOSPI,1019850000000,기타,156900.0,144348.0,19.0,20.0,13.0,7,9.0,68.0,8.0,1.680672268907563,24.284293370633005,R,144305.0,144960.0,159828.5214087019,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 5, ""risk_deduction"": -1}",0,646885300.0,9666712600.0,2026-01-20 17:03,1,,0
26,064960,SNT모티브,KOSPI,1003222281600,기타,37800.0,35100.0,24.0,15.0,18.0,2,9.0,68.0,7.142857142857142,79.83193277310924,32.09052862277045,B,35000.0,33621.0,37888.56387843431,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -1}",1,-2386793350.0,-2985648400.0,2026-01-20 17:03,1,,0
27,066570,LG전자,KOSPI,17103070635000,기타,105000.0,96600.0,23.0,5.0,18.0,12,9.0,67.0,8.0,57.983193277310924,27.646345373343014,B,93815.0,91996.0,100305.53190894326,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -1}",3,122173411300.0,50851371000.0,2026-01-20 17:04,1,,0
28,457190,이수스페셜티케미컬,KOSPI,2522391380000,기타,83500.0,76820.0,24.0,5.0,20.0,9,9.0,67.0,8.0,100.0,34.37031665549631,B,60855.0,57355.0,69597.63041158977,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",1,29466463400.0,9451250900.0,2026-01-20 17:03,1,,0
29,044490,태웅,KOSDAQ,670247263500,기타,33500.0,30820.0,20.0,14.0,20.0,4,9.0,67.0,8.0,1.680672268907563,23.534846711972445,A,27635.0,26396.0,32045.776989571532,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 2, ""pat_squeeze"": 10, ""pat_setup_a"": 4, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",0,-2823507500.0,2775408400.0,2026-01-20 17:03,1,,0
30,018260,삼성에스디에스,KOSPI,13912528440000,기타,179800.0,171300.0,24.0,20.0,8.0,5,10.0,67.0,4.727474972191324,10.92436974789916,34.22021144152187,R,175545.0,172962.0,183751.30280660663,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 3, ""vol_today"": 5, ""risk_safe"": 10}",2,37197221000.0,-25616754600.0,2026-01-20 17:03,1,,0
31,010140,삼성중공업,KOSPI,27148000000000,기타,30850.0,28382.0,25.0,10.0,11.0,11,9.0,66.0,8.0,28.571428571428573,51.90067632590084,-,26717.5,26011.0,30473.559414573527,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 3, ""risk_deduction"": -1}",5,305303495350.0,-32767500700.0,2026-01-20 17:04,1,,0
32,014680,한솔케미칼,KOSPI,2958485895000,기타,261000.0,225000.0,25.0,14.0,11.0,11,5.0,66.0,13.793103448275861,13.445378151260504,46.7921019721611,A,236125.0,231610.0,252966.8610293002,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_squeeze"": 10, ""pat_setup_a"": 4, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -5}",5,15657741000.0,-7656807500.0,2026-01-20 17:04,1,,0
33,052690,한전기술,KOSPI,5530434000000,기타,144700.0,133124.0,25.0,5.0,18.0,9,9.0,66.0,8.0,78.99159663865547,46.9206869414583,B,102450.0,97084.0,120049.29721960453,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -1}",2,98729716200.0,47404030400.0,2026-01-20 17:04,1,,0
34,095660,네오위즈,KOSDAQ,562813012000,기타,25750.0,24700.0,17.0,20.0,10.0,9,10.0,66.0,4.077669902912621,2.5210084033613445,19.50662563671043,R,25235.0,25240.0,26431.253765467194,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 7, ""vol_today"": 3, ""risk_safe"": 10}",1,991462600.0,354379450.0,2026-01-20 17:04,1,,0
35,005490,POSCO홀딩스,KOSPI,28933530340000,기타,357500.0,312000.0,24.0,15.0,13.0,9,5.0,66.0,12.727272727272727,8.403361344537815,34.09567340015207,B,318200.0,314040.0,340670.6509544601,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_squeeze"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_today"": 8, ""risk_deduction"": -5}",1,103575782500.0,127662196000.0,2026-01-20 17:04,1,,0
36,056080,유진로봇,KOSDAQ,1177881572800,기타,31400.0,28888.0,25.0,5.0,20.0,7,9.0,66.0,8.0,100.0,48.28284838199564,B,17546.0,14630.8,22592.16316338625,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",0,6282236700.0,16184745460.0,2026-01-20 17:03,1,,0
37,009520,포스코엠텍,KOSDAQ GLOBAL,752067216180,기타,18060.0,16615.2,22.0,20.0,12.0,3,9.0,66.0,8.0,14.285714285714286,22.630517966655777,R,16398.0,15986.2,17820.314223555735,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -1}",0,5692902750.0,-1177417050.0,2026-01-20 17:03,1,,0
38,098460,고영,KOSDAQ,2052777174500,기타,29900.0,27508.0,25.0,5.0,20.0,6,9.0,65.0,8.0,75.63025210084034,51.098216358750655,B,26155.0,24107.6,31548.612029282725,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",1,-2879983600.0,3430843700.0,2026-01-20 17:03,1,,0
39,062040,산일전기,KOSPI,4478488920000,기타,147100.0,135332.0,20.0,15.0,15.0,6,9.0,65.0,8.0,0.0,28.162619837526734,B,138040.0,141218.0,161120.94133238462,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_squeeze"": 10, ""pat_setup_b"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",2,-8523166100.0,316362200.0,2026-01-20 17:03,1,,0
40,042660,한화오션,KOSPI,45073410257400,기타,147100.0,135332.0,25.0,10.0,10.0,11,9.0,65.0,8.0,62.18487394957983,53.72209112025917,-,128720.0,121420.0,149340.64368906774,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""risk_deduction"": -1}",5,381183911800.0,-34123290900.0,2026-01-20 17:04,1,,0
41,347700,스피어,KOSDAQ,921126909360,기타,19740.0,18160.8,24.0,10.0,17.0,5,9.0,65.0,8.0,100.0,31.06872055109337,-,16665.0,12066.0,19625.144974057323,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 5, ""risk_deduction"": -1}",2,4927349630.0,-6748311400.0,2026-01-20 17:03,1,,0
42,085660,차바이오텍,KOSDAQ,1265683316700,기타,15950.0,13800.0,24.0,15.0,18.0,2,5.0,64.0,13.479623824451412,74.78991596638656,35.75233519330117,B,14533.0,14140.8,16185.110145849681,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -5}",1,-5043550900.0,-5967399750.0,2026-01-20 17:03,1,,0
43,000500,가온전선,KOSPI,1530238137500,기타,92500.0,85100.0,24.0,5.0,20.0,6,9.0,64.0,8.0,56.30252100840336,33.553978588745096,B,88085.0,80690.0,97602.86702833461,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",1,-1614742400.0,4085552400.0,2026-01-20 17:03,1,,0
44,263750,펄어비스,KOSDAQ GLOBAL,2672710768000,기타,41600.0,38272.0,25.0,5.0,20.0,5,9.0,64.0,8.0,24.369747899159663,64.9447179705981,B,38362.5,37909.0,40764.249711197685,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",1,2439520050.0,-1784766550.0,2026-01-20 17:03,1,,0
45,034730,SK,KOSPI,21388297385000,기타,295000.0,270000.0,25.0,20.0,5.0,7,7.0,64.0,8.47457627118644,3.361344537815126,49.798008262697394,R,272925.0,265760.0,293498.0568460248,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_today"": 5, ""risk_deduction"": -3}",0,24515787500.0,13614481500.0,2026-01-20 17:04,1,,0
46,079900,전진건설로봇,KOSPI,720142095750,기타,49350.0,46300.0,20.0,10.0,13.0,12,9.0,64.0,6.180344478216818,20.168067226890756,20.00180526616693,-,48305.0,47117.0,51677.99447996418,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 2, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 3, ""risk_deduction"": -1}",3,1113919050.0,742942850.0,2026-01-20 17:04,1,,0
47,295310,에이치브이엠,KOSDAQ,1077124755500,기타,90500.0,83260.0,25.0,5.0,20.0,5,9.0,64.0,8.0,100.0,74.45609885428121,B,66102.5,41814.0,80662.07934556593,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -1}",2,5222233600.0,-7097147700.0,2026-01-20 17:03,1,,0
48,420770,기가비스,KOSDAQ,652801537000,기타,51500.0,47380.0,25.0,5.0,16.0,9,9.0,64.0,8.0,66.38655462184875,55.15481884538356,B,35992.5,34232.0,42970.33135911208,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -1}",1,8042264800.0,9919064450.0,2026-01-20 17:04,1,,0
